product_id,product_name,brand,category,subcategory,model_number,description,price,currency,voltage,power,frequency,rpm,weight,dimensions,material,ip_rating,warranty,manufacturer,country,supplier,source,technical_document,product_url
PID-10539,SEW-Eurodrive Servo Motor SEW-MTR-9502,SEW-Eurodrive,Industrial Motors,Servo Motor,SEW-MTR-9502,"*** SEW-EURODRIVE SPECIAL PROMO *** Model SEW-MTR-9502. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",CONTACT SALES,EUR,230/400V,20 HP,50hz,2950 RPM,402.5 kilograms,331 x 592 x 713 mm,Stainless Steel,IP55,2 Years,SEW-Eurodrive,Italy,Continental Drive Systems,Vendor Portal Upload,https://docs.productiq-assets.com/specs/sew-eurodrive/sew-mtr-9502.pdf,invalid-url-item
PID-10540,Ingersoll Rand Oil-Free Scroll Compressor ING-CMP-6039,Ingersoll Rand,Compressors,Oil-Free Scroll Compressor,ING-CMP-6039,"Compact and durable Oil-Free Scroll Compressor with 55 kW rating, rated for 460 V 60Hz networks.",7107.64,GBP,460 V 60Hz,55 kW,50 Hz,3000 rpm,427.9 kg,,Heavy Gauge Steel Housing,IP55,36 Months Extended,Ingersoll Rand,Sweden,Precision Parts Direct,ERP Master Data,https://docs.productiq-assets.com/specs/ingersoll_rand/ing-cmp-6039.pdf,https://www.industrial-supply-direct.com/item/ing-cmp-6039
PID-10541,Grundfos Positive Displacement Pump GRU-PMP-3905,Grundfos,Pumps,Positive Displacement Pump,GRU-PMP-3905,<div><p>Industrial Pumps - GRU-PMP-3905</p><span>Manufacturer: Grundfos</span><br>Standard spec with warranty: </div>,CONTACT SALES,USD,400v,15 kW,50 Hz,3500 rpm,238.2 kilograms,L:923 W:266 H:240,Duplex Steel,IP 68,,Grundfos,France,Apex Industrial Supplies,Supplier Price File 2024,https://docs.productiq-assets.com/specs/grundfos/gru-pmp-3905.pdf,https://www.industrial-supply-direct.com/item/gru-pmp-3905
PID-10542,Mitsubishi Electric Safety Relay MIT-CTL-8245,Mitsubishi Electric,Control Systems,Safety Relay,MIT-CTL-8245,Heavy-duty industrial grade Safety Relay engineered by Mitsubishi Electric. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,20713.9,$,400 V 3PH,7.5 kW,50/60 Hz,N/A,359.0 kg.,L:689 W:282 H:614,Metal Alloy,IP20 / NEMA 1,12 Months,Mitsubishi Electric,France,TechFlow Solutions,Distributor Catalog EU,https://docs.productiq-assets.com/specs/mitsubishi_electric/mit-ctl-8245.pdf,https://www.industrial-supply-direct.com/item/mit-ctl-8245
PID-10543,ABB Synchronous Motor ABB-MTR-6027,ABB,Industrial Motors,Synchronous Motor,ABB-MTR-6027,<div><p>Industrial Industrial Motors - ABB-MTR-6027</p><span>Manufacturer: ABB</span><br>Standard spec with warranty: 5 Years</div>,14107.11,EUR,380-415 V,22 kW,50Hz,1450 RPM,5.0 kg.,L:1168 W:308 H:748,Aluminum,IP66,5 Years,ABB,United States,TechFlow Solutions,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/abb/abb-mtr-6027.pdf,https://www.industrial-supply-direct.com/item/abb-mtr-6027
PID-10544,Vertiv Liebert Battery Energy Storage Unit VER-PWR-9038,Vertiv Liebert,Power Equipment,Battery Energy Storage Unit,VER-PWR-9038,REDUNDANT RECORD: Vertiv Liebert VER-PWR-9038 Power Equipment Battery Energy Storage Unit. Contact supplier Precision Parts Direct for spec sheet.,23117.42,EUR,230 V Single Phase,500 kW,50/60 Hz,1500 RPM,166.4 LBS,443 x 477 x 394 mm,Acoustic Heavy Steel,IP20,36 Months Extended,Vertiv Liebert,Sweden,Precision Parts Direct,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/vertiv_liebert/ver-pwr-9038.pdf,https://www.industrial-supply-direct.com/item/ver-pwr-9038
PID-10545,Samson Pneumatic Ball Valve SAM-VLV-3069,Samson,Valves,Pneumatic Ball Valve,SAM-VLV-3069,"*** SAMSON SPECIAL PROMO *** Model SAM-VLV-3069. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",3509.93,EUR,N/A,50 W,N/A,,323.6 lbs,L:1190 W:269 H:885,CF8M Stainless,,5 Years,Samson,United Kingdom,Global Electro Corp,Distributor Catalog EU,https://docs.productiq-assets.com/specs/samson/sam-vlv-3069.pdf,https://www.industrial-supply-direct.com/item/sam-vlv-3069
PID-10546,Kaeser Centrifugal Turbo Compressor KAE-CMP-5352,Kaeser,Compressors,Centrifugal Turbo Compressor,KAE-CMP-5352,"Kaeser Centrifugal Turbo Compressor KAE-CMP-5352 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",9146.62,EUR,400V 50Hz,75KW,50 Hz,3000 rpm,329.0 lbs,472x550x223mm,Acoustic Enclosure,IP54,12 Months,Kaeser,Switzerland,Global Electro Corp,Supplier Price File 2024,https://docs.productiq-assets.com/specs/kaeser/kae-cmp-5352.pdf,https://www.industrial-supply-direct.com/item/kae-cmp-5352
PID-10547,Huawei Digital Power Automatic Transfer Switch HUA-PWR-4049,Huawei Digital Power,Power Equipment,Automatic Transfer Switch,HUA-PWR-4049,"*** HUAWEI DIGITAL POWER SPECIAL PROMO *** Model HUA-PWR-4049. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",7877.05,USD,400 V 3-Phase,1500 kVA,50 Hz,1500 RPM,289.1 KG,39.4x34.2x27.0 cm,Marine Grade Aluminum,IP54 Outdoor,5 Years,Huawei Digital Power,Finland,Continental Drive Systems,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/huawei_digital_power/hua-pwr-4049.pdf,https://www.industrial-supply-direct.com/item/hua-pwr-4049
PID-10548,Timken Deep Groove Ball Bearing TIM-BRG-9013,Timken,Bearings,Deep Groove Ball Bearing,TIM-BRG-9013,"*** TIMKEN SPECIAL PROMO *** Model TIM-BRG-9013. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",5319.18,EUR,,,N/A,3200 RPM,54.6 lbs,"39.3"" x 4.0"" x 11.5""",High Carbon Chrome Steel 100Cr6,2RS Sealed,12 Months,Timken,Germany,TechFlow Solutions,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/timken/tim-brg-9013.pdf,https://www.industrial-supply-direct.com/item/tim-brg-9013
PID-10549,Banner Engineering Safety Light Curtain BAN-SFT-4510,Banner Engineering,Safety Equipment,Safety Light Curtain,BAN-SFT-4510,REDUNDANT RECORD: Banner Engineering BAN-SFT-4510 Safety Equipment Safety Light Curtain. Contact supplier Continental Drive Systems for spec sheet.,3391.86,GBP,110-230 VAC,0.02 kW,DC,N/A,26.8 KG,L:191 W:371 H:879,Anodized Aluminum,IP69K,,Banner Engineering,United Kingdom,Continental Drive Systems,Field Engineering Audit,https://docs.productiq-assets.com/specs/banner_engineering/ban-sft-4510.pdf,https://www.industrial-supply-direct.com/item/ban-sft-4510
PID-10550,Gardner Denver Reciprocating Air Compressor GAR-CMP-7098,Gardner Denver,Compressors,Reciprocating Air Compressor,GAR-CMP-7098,"Compact and durable Reciprocating Air Compressor with 50 HP rating, rated for 400V 50Hz networks.",5747.97,GBP,400V 50Hz,50 HP,60 Hz,2950 RPM,259.3 kg,L:810 W:266 H:315,Heavy Gauge Steel Housing,,,Gardner Denver,Germany,Global Electro Corp,Distributor Catalog EU,https://docs.productiq-assets.com/specs/gardner_denver/gar-cmp-7098.pdf,https://www.industrial-supply-direct.com/item/gar-cmp-7098
PID-10551,Huawei Digital Power Solar Inverter Grid-Tied HUA-PWR-1393,Huawei Digital Power,Power Equipment,Solar Inverter Grid-Tied,HUA-PWR-1393,"Compact and durable Solar Inverter Grid-Tied with standard power rating, rated for 11 kV networks.",4840.25,USD,11 kV,,60 Hz,N/A,226.2 LBS,397x507x149mm,Galvanized Steel Weatherproof,IP54 Outdoor,12 Months,Huawei Digital Power,Sweden,Apex Industrial Supplies,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/huawei_digital_power/hua-pwr-1393.pdf,https://www.industrial-supply-direct.com/item/hua-pwr-1393
PID-10552,Mitsubishi Electric Distributed Control System (DCS) Module MIT-CTL-1876,Mitsubishi Electric,Control Systems,Distributed Control System (DCS) Module,MIT-CTL-1876,<div><p>Industrial Control Systems - MIT-CTL-1876</p><span>Manufacturer: Mitsubishi Electric</span><br>Standard spec with warranty: 5 Years</div>,18532.48,,24vdc,0.75 kW,50 Hz,N/A,63.4 kg.,L:1183 W:548 H:354,Polycarbonate / Aluminum,IP20,5 Years,Mitsubishi Electric,Switzerland,Apex Industrial Supplies,Field Engineering Audit,https://docs.productiq-assets.com/specs/mitsubishi_electric/mit-ctl-1876.pdf,https://www.industrial-supply-direct.com/item/mit-ctl-1876
PID-10553,Ingersoll Rand Vane Compressor ING-CMP-1219,Ingersoll Rand,Compressors,Vane Compressor,ING-CMP-1219,"Compact and durable Vane Compressor with 75 kW rating, rated for 3.3 kV networks.",15644.73,EUR,3.3 kV,75 kW,60 Hz,1480 RPM,237.4 kg.,"30.2"" x 9.3"" x 10.0""",Heavy Gauge Steel Housing,IP54,2 Years,Ingersoll Rand,Finland,Global Electro Corp,Distributor Catalog EU,https://docs.productiq-assets.com/specs/ingersoll_rand/ing-cmp-1219.pdf,https://www.industrial-supply-direct.com/item/ing-cmp-1219
PID-10554,Gardner Denver Oil-Free Scroll Compressor GAR-CMP-2081,Gardner Denver,Compressors,Oil-Free Scroll Compressor,GAR-CMP-2081,"Compact and durable Oil-Free Scroll Compressor with 37 kW rating, rated for multi-voltage networks.",17200.33,€,,37 kW,60 Hz,2950 RPM,421.0 LBS,850x496x414mm,Acoustic Enclosure,IP65,2 Years,Gardner Denver,Japan,Apex Industrial Supplies,Distributor Catalog EU,https://docs.productiq-assets.com/specs/gardner_denver/gar-cmp-2081.pdf,invalid-url-item
PID-10555,Schneider Electric Industrial Transformer SCH-ELC-3017,Schneider Electric,Electrical Components,Industrial Transformer,SCH-ELC-3017,"Compact and durable Industrial Transformer with 250 kVA rating, rated for 230/400V networks.",3958.13,USD,230/400V,250 kVA,50 Hz,N/A,12.5 KG,676 x 643 x 765 mm,DMC Polyester Glass,IP20,24 months,Schneider Electric,Japan,Global Electro Corp,ERP Master Data,https://docs.productiq-assets.com/specs/schneider_electric/sch-elc-3017.pdf,invalid-url-item
PID-10556,SKF Spherical Roller Bearing SKF-BRG-1960,SKF,Bearings,Spherical Roller Bearing,SKF-BRG-1960,Heavy-duty industrial grade Spherical Roller Bearing engineered by SKF. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,14819.92,$,N/A,N/A,N/A,8500 rpm,169.0 lbs,604x357x591mm,Stainless Steel 440C,Open,,SKF,United Kingdom,Nordic Machinery Hub,ERP Master Data,https://docs.productiq-assets.com/specs/skf/skf-brg-1960.pdf,https://www.industrial-supply-direct.com/item/skf-brg-1960
PID-10557,Wilo Centrifugal Pump WIL-PMP-1634,Wilo,Pumps,Centrifugal Pump,WIL-PMP-1634,"Compact and durable Centrifugal Pump with 7.5 kW rating, rated for 230 V networks.",19362.8,USD,230 V,7.5 kW,50/60 Hz,1450 RPM,8.4 kg,850 x 558 x 209 mm,Cast Iron GG25,IP 68,,Wilo,United States,TechFlow Solutions,Field Engineering Audit,,https://www.industrial-supply-direct.com/item/wil-pmp-1634
PID-10558,Pilz Gas Detection Monitor PIL-SFT-8421,Pilz,Safety Equipment,Gas Detection Monitor,PIL-SFT-8421,"Pilz Gas Detection Monitor PIL-SFT-8421 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",1373.61,€,24VDC,5 W,DC,N/A,80.8 g,L:135 W:678 H:545,Anodized Aluminum,IP67,,Pilz,Italy,Nordic Machinery Hub,Vendor Portal Upload,https://docs.productiq-assets.com/specs/pilz/pil-sft-8421.pdf,https://www.industrial-supply-direct.com/item/pil-sft-8421
PID-10559,Schneider Electric Molded Case Circuit Breaker (MCCB) SCH-ELC-2974,Schneider Electric,Electrical Components,Molded Case Circuit Breaker (MCCB),SCH-ELC-2974,"Schneider Electric Molded Case Circuit Breaker (MCCB) SCH-ELC-2974 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",8066.94,GBP,400 V,1600 A Rating,60 Hz,N/A,69.1 kg.,"46.2"" x 13.6"" x 9.5""",DMC Polyester Glass,IP30,12 Months,Schneider Electric,Germany,TechFlow Solutions,Distributor Catalog EU,https://docs.productiq-assets.com/specs/schneider_electric/sch-elc-2974.pdf,https://www.industrial-supply-direct.com/item/sch-elc-2974
PID-10560,Gardner Denver Vane Compressor GAR-CMP-1408,Gardner Denver,Compressors,Vane Compressor,GAR-CMP-1408,REDUNDANT RECORD: Gardner Denver GAR-CMP-1408 Compressors Vane Compressor. Contact supplier TechFlow Solutions for spec sheet.,1294.56,USD,,55 kW,60 Hz,1480 RPM,32.9 g,652 x 687 x 103 mm,Heavy Gauge Steel Housing,IP55,24 months,Gardner Denver,Germany,TechFlow Solutions,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/gardner_denver/gar-cmp-1408.pdf,invalid-url-item
PID-10561,Schneider Galaxy Automatic Transfer Switch SCH-PWR-9141,Schneider Galaxy,Power Equipment,Automatic Transfer Switch,SCH-PWR-9141,"*** SCHNEIDER GALAXY SPECIAL PROMO *** Model SCH-PWR-9141. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",12740.53,EUR,400/230V 50Hz,100 kW,60 Hz,N/A,133.4 lbs,303 x 252 x 321 mm,Marine Grade Aluminum,,1 Year Standard,Schneider Galaxy,Finland,TechFlow Solutions,Supplier Price File 2024,https://docs.productiq-assets.com/specs/schneider_galaxy/sch-pwr-9141.pdf,https://www.industrial-supply-direct.com/item/sch-pwr-9141
PID-10562,Sullair Reciprocating Air Compressor SUL-CMP-4455,Sullair,Compressors,Reciprocating Air Compressor,SUL-CMP-4455,"Compact and durable Reciprocating Air Compressor with 22 kW rating, rated for 400 volts networks.",13679.78,EUR,400 volts,22 kW,50 Hz,1480 RPM,14.3 lbs,"41.1"" x 25.7"" x 10.8""",Heavy Gauge Steel Housing,,12 Months,Sullair,Germany,Precision Parts Direct,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/sullair/sul-cmp-4455.pdf,https://www.industrial-supply-direct.com/item/sul-cmp-4455
PID-10563,Pilz Emergency Stop Rope Pull PIL-SFT-7051,Pilz,Safety Equipment,Emergency Stop Rope Pull,PIL-SFT-7051,REDUNDANT RECORD: Pilz PIL-SFT-7051 Safety Equipment Emergency Stop Rope Pull. Contact supplier TechFlow Solutions for spec sheet.,21547.44,,24VDC,0.02 kW,DC,N/A,369.6 kg,917x366x411mm,Flameproof Aluminum,IP67,,Pilz,United Kingdom,TechFlow Solutions,Distributor Catalog EU,https://docs.productiq-assets.com/specs/pilz/pil-sft-7051.pdf,https://www.industrial-supply-direct.com/item/pil-sft-7051
PID-10564,Vertiv Liebert Automatic Transfer Switch VER-PWR-7124,Vertiv Liebert,Power Equipment,Automatic Transfer Switch,VER-PWR-7124,"*** VERTIV LIEBERT SPECIAL PROMO *** Model VER-PWR-7124. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",12977.57,€,400 V 3-Phase,100 kW,50 Hz,1500 RPM,254.6 kg.,287x763x784mm,Marine Grade Aluminum,,36 Months Extended,Vertiv Liebert,Finland,TechFlow Solutions,Supplier Price File 2024,https://docs.productiq-assets.com/specs/vertiv_liebert/ver-pwr-7124.pdf,https://www.industrial-supply-direct.com/item/ver-pwr-7124
PID-10565,Sick Gas Detection Monitor SIC-SFT-7424,Sick,Safety Equipment,Gas Detection Monitor,SIC-SFT-7424,"Compact and durable Gas Detection Monitor with 0.02 kW rating, rated for 24 V DC networks.",6473.52,USD,24 V DC,0.02 kW,50/60 Hz,N/A,289.9 KG,559 x 441 x 840 mm,Reinforced Polymer,IP67,,Sick,Finland,Precision Parts Direct,Supplier Price File 2024,https://docs.productiq-assets.com/specs/sick/sic-sft-7424.pdf,https://www.industrial-supply-direct.com/item/sic-sft-7424
PID-10566,Nidec Servo Motor NID-MTR-5637,Nidec,Industrial Motors,Servo Motor,NID-MTR-5637,"*** NIDEC SPECIAL PROMO *** Model NID-MTR-5637. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",,EUR,230/400V,45 kW,50Hz,1750 RPM,74.0 kg.,L:597 W:745 H:516,Ductile Iron,,2 Years,Nidec,China,Continental Drive Systems,Distributor Catalog EU,https://docs.productiq-assets.com/specs/nidec/nid-mtr-5637.pdf,https://www.industrial-supply-direct.com/item/nid-mtr-5637
PID-10567,Sick Interlock Switch SIC-SFT-1673,Sick,Safety Equipment,Interlock Switch,SIC-SFT-1673,"Sick Interlock Switch SIC-SFT-1673 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",23641.57,EUR,24VDC,0.02 kW,50/60 Hz,N/A,449.4 kg,L:608 W:466 H:777,Flameproof Aluminum,IP69K,5 Years,Sick,Switzerland,Precision Parts Direct,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/sick/sic-sft-1673.pdf,https://www.industrial-supply-direct.com/item/sic-sft-1673
PID-10568,Siemens SIMATIC Variable Frequency Drive (VFD) SIE-CTL-4056,Siemens SIMATIC,Control Systems,Variable Frequency Drive (VFD),SIE-CTL-4056,Heavy-duty industrial grade Variable Frequency Drive (VFD) engineered by Siemens SIMATIC. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,22047.36,€,24 V DC,1.5 kW,0-400 Hz Output,N/A,67.2 kg,,Industrial Thermoplastic,ip20,2 Years,Siemens SIMATIC,Japan,TechFlow Solutions,Field Engineering Audit,https://docs.productiq-assets.com/specs/siemens_simatic/sie-ctl-4056.pdf,https://www.industrial-supply-direct.com/item/sie-ctl-4056
PID-10569,Sulzer Diaphragm Pump SUL-PMP-2070,Sulzer,Pumps,Diaphragm Pump,SUL-PMP-2070,REDUNDANT RECORD: Sulzer SUL-PMP-2070 Pumps Diaphragm Pump. Contact supplier TechFlow Solutions for spec sheet.,3116.88,USD,380 V 3-Phase,15 HP,60 Hz,3500 rpm,124.0 lbs,L:1158 W:207 H:331,Stainless Steel 316,IP 68,2 Years,Sulzer,France,TechFlow Solutions,Supplier Price File 2024,https://docs.productiq-assets.com/specs/sulzer/sul-pmp-2070.pdf,https://www.industrial-supply-direct.com/item/sul-pmp-2070
PID-10570,Cummins Automatic Transfer Switch CUM-PWR-7485,Cummins,Power Equipment,Automatic Transfer Switch,CUM-PWR-7485,Heavy-duty industrial grade Automatic Transfer Switch engineered by Cummins. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,13227.54,EUR,400/230V 50Hz,1200 kW,60 Hz,N/A,24.6 kg,46.9x15.9x80.3 cm,Marine Grade Aluminum,IP20,2 Years,Cummins,France,Precision Parts Direct,Field Engineering Audit,https://docs.productiq-assets.com/specs/cummins/cum-pwr-7485.pdf,invalid-url-item
PID-10571,Sulzer Centrifugal Pump SUL-PMP-4720,Sulzer,Pumps,Centrifugal Pump,SUL-PMP-4720,REDUNDANT RECORD: Sulzer SUL-PMP-4720 Pumps Centrifugal Pump. Contact supplier Continental Drive Systems for spec sheet.,12946.9,$,380 V 3-Phase,15 HP,50/60 Hz,1450 RPM,270.8 lbs,L:200 W:125 H:708,Duplex Steel,IP55,24 months,Sulzer,Japan,Continental Drive Systems,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/sulzer/sul-pmp-4720.pdf,invalid-url-item
PID-10572,Mitsubishi Electric Variable Frequency Drive (VFD) MIT-CTL-8125,Mitsubishi Electric,Control Systems,Variable Frequency Drive (VFD),MIT-CTL-8125,"*** MITSUBISHI ELECTRIC SPECIAL PROMO *** Model MIT-CTL-8125. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",9901.16,$,24VDC / 120VAC,15 kW,0-400 Hz Output,N/A,243.0 kg,L:731 W:426 H:326,Polycarbonate / Aluminum,,,Mitsubishi Electric,Germany,Nordic Machinery Hub,Vendor Portal Upload,https://docs.productiq-assets.com/specs/mitsubishi_electric/mit-ctl-8125.pdf,https://www.industrial-supply-direct.com/item/mit-ctl-8125
PID-10573,Timken Cylindrical Roller Bearing TIM-BRG-3143,Timken,Bearings,Cylindrical Roller Bearing,TIM-BRG-3143,"Timken Cylindrical Roller Bearing TIM-BRG-3143 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",,GBP,,N/A,N/A,4500 max RPM,86.1 KG,"18.5"" x 22.1"" x 21.2""",Stainless Steel 440C,N/A,5 Years,Timken,United Kingdom,TechFlow Solutions,Field Engineering Audit,https://docs.productiq-assets.com/specs/timken/tim-brg-3143.pdf,https://www.industrial-supply-direct.com/item/tim-brg-3143
PID-10574,Sulzer Centrifugal Pump SUL-PMP-2698,Sulzer,Pumps,Centrifugal Pump,SUL-PMP-2698,REDUNDANT RECORD: Sulzer SUL-PMP-2698 Pumps Centrifugal Pump. Contact supplier Global Electro Corp for spec sheet.,6803.46,USD,400 V,5.5 kW,50 Hz,2900 RPM,51.0 LBS,L:911 W:592 H:828,Bronze,IP66,2 Years,Sulzer,United States,Global Electro Corp,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/sulzer/sul-pmp-2698.pdf,https://www.industrial-supply-direct.com/item/sul-pmp-2698
